nose_shoulder_angle,left_elbow_angle,right_elbow_angle,right_knee_angle,left_knee_angle,shoulder_angle,right_ankle_angle,right_hip_angle,left_ankle_angle,left_hip_angle
0.379307377,154.987008,147.838648,139.5778996,165.056809,153.7525425,99.9572235,1.971930832,81.65649609,10.05614557
3.017598224,146.4773007,149.6668283,152.1925063,169.7024257,120.773872,111.6957454,0.942896909,77.28918988,15.56606149
3.435274917,149.0279873,154.1503976,166.9366805,172.5470068,107.2348443,128.3760919,4.726950426,74.59349357,17.09592373
4.311385594,134.1783042,159.4702812,168.7133386,173.7470062,97.20138847,134.0238489,3.990995446,69.52076228,15.93551494
5.130240072,130.8287331,157.5427112,159.9588122,170.4708645,99.89070959,123.638585,2.16756727,67.20161237,13.41975807
5.424029309,131.5149754,156.6229294,150.7209862,160.248478,108.7909061,113.737369,0.34292277,64.49734585,5.587309142
5.886911003,134.9273779,155.2418877,144.4279936,155.1808143,117.3337049,106.5135998,2.057474885,74.89397193,0.192339485
3.443285039,136.0613235,155.0503956,156.6561915,137.3442757,123.4725707,107.9927399,6.927829723,99.51955964,15.64962354
1.600549414,146.749812,160.227691,164.8320994,114.0028916,97.95171329,106.7388212,11.45207293,97.92879861,32.8240403
1.918595458,157.2545971,156.6655915,151.7602147,107.4828484,169.5605287,95.81250816,5.066678757,89.90014505,35.45240513
4.055960336,158.502653,161.8605219,147.2088538,111.562059,173.8104659,88.50194567,2.950825512,94.74150835,31.30035374
6.896825444,146.5127657,161.973881,134.1379471,138.3100386,175.0115971,76.77478308,3.82389468,81.24853217,1.688985756
8.144335133,147.1042369,159.6061878,134.6311961,159.6676481,176.1167665,79.98133312,3.847639966,99.04059782,6.349796633
8.273985068,149.9199441,153.1575915,137.870844,153.0113132,174.8351146,91.24905041,3.236330913,82.36865965,7.397547224
7.883917291,145.1195706,149.1240338,161.1634087,177.9960114,173.7809429,80.15474626,14.64024542,116.7336234,17.48964848
5.559410616,143.8987215,148.5469871,163.9914222,177.8020616,164.8239125,69.90611396,13.06694735,132.2021143,10.43598382
3.67838513,161.4819949,149.2533346,163.4544702,177.1992372,159.6270102,67.35299423,12.10270519,133.5932179,13.45286169
2.920691359,164.0777456,148.9457867,159.7526548,178.1726194,158.091855,63.83028314,8.529151679,130.9249334,11.55618299
3.064535492,166.7029108,147.4104217,157.2667452,172.7883081,157.9905271,63.13706968,5.734297862,125.7094678,9.277780141
5.323191034,168.9438941,146.1889426,145.7369183,170.7135723,160.9819228,83.10024388,8.230413852,128.2997571,19.73444119
7.166643392,164.7035991,144.2899412,133.67833,174.4220016,162.9295955,97.57847663,18.56767836,125.6900467,17.56345854
7.027797678,160.4979975,151.8020754,114.2326796,166.6227437,162.5689018,98.44268813,32.02112459,133.1520795,19.03536341
7.073581862,172.7734318,160.9942874,150.9650183,140.7590007,163.4206298,154.0928362,12.16188736,83.82304161,4.074940426
6.4572343,161.9217694,165.844804,128.927537,143.436226,167.8186251,137.0494069,22.86078315,88.50541838,1.054545735
4.529590944,160.6842082,158.9570392,129.9766978,132.2805654,168.079058,81.28465534,9.801448538,82.68102147,6.089617645
1.714514727,162.0913804,150.7994815,135.464028,131.2952608,162.2027066,81.5880217,3.981235998,80.33293906,8.164154256
0.080391564,162.7221553,148.2659356,134.4088496,151.4555366,154.7434112,87.66240534,3.863288723,86.94454316,1.800820368
2.876031401,153.2294317,147.8145937,153.2680499,166.0792419,114.4887964,111.5605382,2.675580718,78.81043232,11.04555444
7.146232413,146.6923884,149.6812324,154.7706283,170.5287039,130.808776,114.7888469,2.242174731,75.19025619,16.49823202
8.045783691,149.7582446,147.7121963,166.8738239,174.124274,135.7955959,127.073936,5.510687619,73.64085124,18.51791296
9.224374804,139.9970344,149.8066385,171.5429665,174.54373,138.9249204,130.0408446,8.181758286,71.8360407,18.0199275
9.37170152,134.397156,153.8380449,161.9443681,168.3626838,135.2906451,121.1825483,4.193906916,67.44227499,11.98608816
8.402310898,133.316658,152.7218969,150.6929809,160.1724459,131.7401773,109.7625127,0.629596569,68.35151619,5.25565093
7.796286174,137.4443485,153.1368187,147.0961685,152.8586904,128.3316836,104.4589519,0.026700463,75.05072524,1.031129168
7.640511623,142.5756509,150.6851298,143.9784355,153.2400481,131.6727289,104.7375647,2.072744544,88.67559904,3.068817721
1.848784348,154.3624362,153.1491894,167.2996982,106.1441321,121.6720143,106.9336027,12.18277461,94.58116012,38.11015611
2.216726078,160.9092504,166.5571281,154.662372,106.5577225,166.6213344,98.23764948,5.574726755,98.75084347,36.94909141
4.447070204,155.3444395,168.135254,145.6419847,110.7049819,174.0706587,88.07763757,1.898361268,135.8450702,38.35539163
7.032794388,146.4943879,167.48804,139.4132852,128.2322401,176.7408763,80.95811098,1.722278849,84.34205914,10.41032135
8.588145242,155.201952,160.9788955,134.1890605,142.1841793,175.475153,85.11942226,6.252116821,84.41320207,0.421324197
9.046767878,153.5537649,155.8726617,152.3267238,148.8708316,175.9680241,96.91140534,3.332078383,87.42921335,3.715623538
8.404209112,150.859485,151.3750912,163.2978876,179.9733644,174.3648882,93.03324901,9.602077958,116.5974194,16.08951178
7.432132475,157.4648699,148.9722766,145.6005908,169.8442481,167.6233319,67.65734326,2.631705256,120.611751,24.58427166
6.731577694,166.9248948,149.3870911,160.9293675,175.7954408,164.0504064,65.98377588,10.96793551,130.8602999,15.70621471
5.641861539,167.1108072,147.6413381,161.1821366,176.8050381,160.6779447,63.68071219,9.639890117,131.3247133,14.67653701
5.74969746,168.652798,146.6377788,157.6825633,176.6708106,160.6663224,62.57325902,5.390462009,130.4641315,14.16555042
5.974237103,163.6222481,146.6396632,148.9773227,177.6672377,161.3088802,65.12863921,2.982593527,126.5075611,14.56827064
7.275637782,164.6829689,146.6832694,144.8179584,172.9591593,162.9170963,97.83200895,10.8129458,118.6801685,11.59078476
7.279467586,158.5473645,151.1753422,122.2912824,179.7400348,163.2339017,98.93711616,27.0745731,124.2600678,12.98464363
6.743571242,173.4648053,158.8800433,120.3537957,166.8808317,164.1430875,81.34753657,19.95112281,141.2845617,2.609199051
5.361104151,160.6696474,164.026348,130.2841857,123.0011888,166.3073179,85.11863559,8.230533136,123.4182999,28.42503101
2.092290734,163.8455644,161.112603,122.9719272,137.5536081,163.5350555,79.45191593,15.12717931,89.7090696,7.965192756
0.757511433,162.4255408,153.3875154,136.3849704,137.2186595,158.2606845,84.48302448,4.408496081,89.02755573,6.390002622
2.310369787,158.3317765,148.8819623,146.5986572,150.1780227,116.4896271,89.06748035,3.532491458,91.45353041,1.878492431
3.720513733,159.5223055,149.4157303,123.2471619,161.8228719,98.29475561,86.82396897,8.600017118,84.82193205,9.22745538
5.693395527,151.8461932,155.1989949,155.4719321,169.5122271,134.2689326,116.1295171,1.652143851,75.84832276,15.66500467
7.158168725,147.8280769,153.0207862,170.4597115,173.0361077,141.5977849,131.1374742,5.860879592,74.46417352,15.49970346
9.585958721,141.750363,158.1667169,176.674756,177.556358,149.0804376,134.1081591,9.681641424,74.29399084,17.08544879
11.28335007,134.1750383,157.9421647,173.4817105,176.5448934,150.0013211,131.7435486,8.207013661,69.37983681,17.61926969
10.48142107,132.5266038,159.0338534,159.0878675,164.4070757,146.2338688,117.2030715,3.269398114,66.99667972,7.239990073
10.42415852,133.3866469,156.9342383,154.416945,157.2857204,152.2894589,112.6753872,1.977768518,79.59615435,0.270260273
11.4751719,139.2807349,155.1359112,155.1253494,153.1791366,158.9307017,112.298387,3.57870854,97.2172528,4.7524121
8.646468207,140.4797161,157.7260318,153.8789729,134.2684533,159.2208971,107.6345874,5.424288102,104.4251616,19.00163131
0.346039922,160.0554903,161.2288861,145.2892422,111.6103572,146.1577732,93.67879874,1.264926468,103.502381,34.42391378
4.434163681,159.308654,161.1646332,144.2604008,114.3369431,168.485326,87.72422294,1.287014013,89.78648361,27.77590387
6.647379965,153.8603922,163.3487314,143.341341,130.9558916,173.3161453,84.07299263,0.139498453,86.80336526,11.58926422
8.394217742,155.5648122,161.8137258,135.8874092,142.3115293,174.7724729,78.48729127,5.062756821,81.05272149,1.98857
8.80028777,153.5941644,150.3501317,126.5156413,149.9705879,174.5534312,78.84089176,5.583858713,79.23184196,2.952374474
7.984525209,139.0932936,147.2714585,156.0814914,178.7032772,173.4589532,75.21292767,10.48093616,119.9015427,14.58782916
5.653446418,136.9396838,148.0281668,151.0124675,156.9937518,165.1874722,67.54086058,6.08534858,147.9335779,20.81602292
4.716039157,166.4263463,150.2705633,156.6901033,179.099081,162.4112665,64.95127123,9.130477556,135.413888,9.426577705
3.774456571,165.6340642,151.0832101,159.4957506,175.6529597,159.0184617,62.05179054,7.9444464,131.156862,8.835481169
5.395921476,165.0466422,151.1822366,156.3719,135.1598318,160.939355,62.40452233,11.62073444,145.6587915,36.63045837
6.216409183,167.1791045,148.8505972,159.4669944,126.7751411,161.2692393,78.4349803,3.315704006,171.5134336,36.70048686
10.26311093,165.7706401,147.297149,141.5083826,173.7473949,163.7777818,94.48585391,12.65020674,129.0523918,17.05135844
10.31189842,155.9748694,150.2510783,175.2948547,114.2883691,163.7211058,113.6089816,15.61757896,84.15390984,32.59025015
9.16351171,166.8444727,161.1548565,149.5075046,125.8069582,163.2438146,91.76106502,4.064140727,79.67719392,15.62077382
9.471708563,163.0822409,166.8371887,111.8734639,144.3293859,168.2011714,89.58548672,29.25883403,89.54599595,0.057295919
8.189845186,161.0141365,164.573401,116.7078948,142.5609981,170.2936722,83.74708183,24.08916008,88.03541684,0.212741066
5.15186138,152.2518941,159.3774061,132.4206153,147.0470565,168.8705515,80.52545934,4.97933846,92.62907211,0.237326312
3.883470594,152.6033768,152.5614726,111.7628019,154.9683998,167.6124496,80.49206311,14.5279338,91.32181487,4.238038351
1.804246271,155.503891,154.7796476,127.3280955,159.7356912,163.3411455,95.45530513,8.016740631,86.09900573,5.907206401
0.794774658,146.401295,155.9975315,138.6299403,165.3554586,159.2361699,103.0891121,3.498099931,79.8964415,11.52731304
0.763316397,137.3428108,156.9607154,168.0735386,171.6564033,148.6909073,127.4056898,6.450272659,73.74515093,15.21972605
3.330092196,131.0255379,156.7072044,170.1231091,174.1511494,101.8392036,128.2513637,7.506852797,70.09292999,17.47039832
2.491052885,134.161524,158.8309172,163.1896815,167.5427081,118.2728831,126.297142,3.135663549,65.50556824,12.17811031
3.710736778,130.958245,158.5514908,153.9597243,166.2787038,110.4867609,118.5990575,0.500618611,66.87136973,8.452036291
1.762355361,136.7769964,155.7800941,150.7474256,156.5368255,107.5699453,110.6578992,0.539410121,90.1236695,1.84533871
0.095572442,137.9054012,152.5399554,148.1879475,133.7504313,149.5058727,107.4726651,1.817814353,95.17487988,17.88432947
1.814276286,141.6193795,155.3488728,166.1081902,112.4906152,165.064692,109.8703444,12.44233223,92.77578069,32.8390123
3.627921343,155.9141305,159.1117353,156.9147547,105.5439966,170.8615373,100.0848866,8.096514162,99.55942598,37.27712341
6.035343576,167.4763214,160.0648403,142.0482804,125.1799616,173.3995173,84.71938644,0.344327424,89.10240266,15.21231393
6.534309462,164.7175498,157.5484465,138.5159917,139.4106365,172.0215677,78.23506254,1.183917965,76.89025745,1.126277626
7.735062487,159.0957739,148.8294746,142.1767308,152.8412054,173.183146,81.00874162,0.583042228,85.70326196,5.750674907
7.588218309,143.6116869,146.1704664,148.6461182,159.7463841,172.8065267,92.10625028,1.220721476,102.2988923,5.116319662
7.651414462,143.1239776,147.6060354,162.3274299,177.4632025,170.8661255,77.88894438,11.32622894,134.1986328,12.82271283
6.93496999,140.7842888,149.9428506,165.5838894,175.0060872,167.4639129,73.44157754,13.51264281,137.2016516,13.5235345
5.344206514,142.0137476,149.756239,164.4867387,174.4465309,161.9439631,69.01153106,13.20872773,134.7542936,15.13094114
4.211589214,165.5323501,149.9897935,163.2755043,173.7231628,159.1971908,65.22106402,11.95169601,128.6874084,9.412218774
4.809866602,167.8255184,148.9357955,148.7811842,152.1562269,158.7549871,63.75293621,2.110883444,135.9818616,28.62935865
7.255746502,169.0666643,148.5405911,156.1857466,157.885879,161.6079547,132.455506,8.945840214,132.3971694,26.725836
8.939082097,164.646766,147.7197737,138.6407778,167.2760114,163.1653268,104.9103296,15.87961544,129.618203,21.06710065
7.32893288,163.4006863,159.3998588,130.2943985,153.5355443,161.3951315,103.0041794,17.78117154,95.73374376,0.860626387
8.009200972,154.6431381,168.8442307,116.8568202,156.4478074,167.1643909,89.83534251,25.64444482,97.91422404,4.079912416
6.642199055,160.0219154,167.1778108,117.9141047,150.7283027,169.2712417,90.51656455,25.73743116,92.56399675,2.571046409
5.070542561,162.5038711,161.0746835,134.1226251,137.8699977,167.8148945,80.44670785,7.488892924,84.54060943,2.65499646
3.710948554,161.6724151,160.292219,118.9783139,146.5599813,166.2895517,78.35538042,15.28089343,91.65496566,0.18864186
1.753413433,165.1995143,155.8658821,118.1980782,158.8228007,162.4248026,83.09294636,8.741145328,86.83880637,4.962163496
0.228812662,147.2918008,152.6076549,130.6038632,167.273867,152.6303207,96.16574803,5.82371628,81.32952195,12.1911538
3.080458109,144.5357998,156.0815654,147.9246186,172.0950568,113.9091491,112.2412588,0.921749198,75.49782745,17.28729041
6.810344918,139.5387767,158.0270949,165.8774155,172.6978005,127.7522211,131.9761205,2.824497132,70.9189747,16.29446328
7.056181249,132.4129954,159.2731563,163.4982289,169.6778677,131.2981243,127.3755789,3.453350437,65.07092674,13.03942092
7.228690607,132.3513643,157.3787056,157.7060541,166.3262391,136.4639643,121.224214,1.960027388,67.3153289,8.640544706
5.723405368,132.0267105,156.0881048,148.340846,158.4049679,129.1271964,111.5257631,0.516303707,76.70029658,1.826314038
5.342078374,136.8969192,154.1526096,146.6821725,158.4413466,131.4271469,106.5858466,0.192753341,93.22579073,0.812493382
0.102123974,146.0888038,159.575617,171.7498668,114.2898033,147.9439778,115.026405,16.11975361,96.70971056,32.95028073
4.960750575,152.7170973,166.2855842,159.4752441,104.8120095,171.3157964,103.782961,9.935006194,99.51123647,38.50948407
5.315753834,158.7690528,170.04555,145.4741676,106.609345,169.8453997,90.20245063,2.154285589,120.1018453,38.53806575
7.886365976,166.8941961,166.6091894,136.3995305,118.1539186,172.1413617,80.86246859,3.41987804,85.9830609,20.96397793
11.44029566,161.978069,157.0983818,133.5780076,149.3843857,174.5629406,79.53039337,4.311303993,86.15481898,4.176381048
11.32379136,135.5783784,155.9754889,141.899296,153.9135693,173.7515623,88.29874227,2.043510972,88.16253756,7.820119949
10.44302125,138.2309063,154.5444739,161.6979272,173.8425455,173.4293923,81.51272735,11.55269025,115.9171953,13.29046858
8.330643377,139.9063196,153.8087516,161.4493635,171.6172045,168.4391268,73.89048219,11.81554082,136.7720986,15.33760157
5.893910335,176.684902,153.6235411,163.6570534,179.4017111,162.7195339,67.59365,12.83999479,132.7578653,12.56456505
5.479204489,173.1604583,152.4874462,162.1940038,176.7961734,161.3823855,65.95878264,10.39724169,130.989096,11.2588408
4.811100895,167.6048042,150.4210855,160.7167029,168.9482796,160.6022719,64.28984724,8.375303074,124.5679838,7.32099687
4.822017462,171.0315224,149.6062869,156.7741687,169.204585,160.5281176,67.86938443,3.380640732,121.973996,7.881644525
6.442905686,168.8511293,150.1358155,143.3590386,173.3395058,162.303304,92.32854753,10.81012293,121.1224042,10.9809946
7.219749524,162.2417682,152.8778724,123.2923018,173.7216662,162.3973938,97.98574901,26.39318179,121.8947543,10.35822359
6.280792734,164.9694354,161.9753873,115.4581403,165.287352,160.7762734,112.6950338,32.99952161,111.118598,6.73829772
7.355580909,162.6003484,167.7601015,107.2759177,156.962308,164.7728961,89.73803024,33.56990565,100.3334182,6.662363544
5.954963959,164.6025218,166.3349399,117.3763649,142.9381353,167.7856372,88.15236403,21.96475672,90.74081017,0.711300923
3.64693822,162.4225915,160.8755596,122.7972609,139.4372388,166.278117,81.42035081,12.93240848,87.4047006,3.562637013
1.640812214,164.7464469,155.8500416,128.9717474,147.0908521,161.4321453,83.74482622,5.395867843,91.62771769,0.227983432
0.623928546,160.9316381,153.171931,123.2853947,157.427742,158.0947091,89.3369249,8.408754267,84.8617187,4.423574174
2.87956875,143.3853147,155.4651617,151.0013617,172.1201334,121.4403961,116.0613825,0.235578473,77.59270504,17.50981433
5.220860275,135.6139781,153.3441573,170.5381956,174.4968345,102.4903925,134.6269502,5.540520449,74.72445943,16.89709869
9.03073092,145.0470891,154.7010187,175.8645181,176.4733175,138.116298,132.9903013,10.95267519,72.36915097,18.28495156
10.06727813,133.6972469,156.8445988,171.4543896,173.8246533,144.8185827,137.1393743,5.211042597,69.2904587,15.4971223
9.376030244,136.2142434,157.6588429,157.3028298,165.3098819,149.9109442,118.9128992,2.436509489,68.22343715,7.871012378
6.898773159,156.1217557,154.8330153,149.3148655,156.9327756,142.2954042,109.0341816,0.724437814,77.84037806,0.825997822
5.089536966,148.4388081,152.2357339,146.6348708,152.0861024,134.2855445,104.4703813,0.474886253,94.11313762,4.651598548
2.862039888,150.636064,152.6912933,165.4773054,136.7203383,110.4677517,117.3561152,7.726041406,102.3083934,16.61087672
4.280846057,157.5361279,165.3746259,150.3265135,108.3641971,173.7468674,96.94702272,5.237854339,106.5452567,37.01747193
6.514848125,152.1144969,166.3663875,144.5351025,109.0441669,173.9862195,89.97080286,1.851547135,97.73785091,32.8523782
8.26460279,140.5898703,162.8904165,138.9353215,123.9046392,173.1106238,82.73597384,1.241771349,85.51988276,14.00788049
9.890580606,129.4594266,156.6467159,139.0939877,137.2917347,173.8833658,78.96542492,0.722295833,80.08643564,3.767026466
9.528314586,130.6162886,155.0769999,154.3427066,167.2632812,172.4254079,82.43912979,7.473213503,104.257591,10.60668473
7.432280657,124.7072467,155.8196092,159.3108142,173.3233943,168.3129916,74.53772646,12.11561572,116.5522582,21.95781117
4.821430076,162.4865291,155.2218069,164.9183799,177.0025665,161.9328314,73.64284928,12.50774231,130.0711344,14.16248847
3.605230507,167.2495401,156.0251443,164.4572005,178.9981682,159.1376895,68.6231759,12.59827013,130.2927154,11.93262849
2.861971023,170.8565937,154.4201447,162.8330259,170.8823172,157.8911623,62.85708289,10.16290878,127.158136,8.051250611
3.783550184,168.9532811,154.0993265,160.3768373,170.2549322,159.3014106,62.88042647,6.800182374,126.4161632,7.673407901
6.157354532,170.5315481,153.1130779,151.9597483,174.6612832,161.6422265,70.93523629,1.858817717,132.7400103,15.50638994
9.96162986,168.4514525,148.4140128,148.0241785,178.1017743,163.8391652,90.66890029,7.343071155,127.1404342,14.33085335
9.382274115,160.685932,146.1944767,177.6564026,117.9892517,164.2837208,117.9312709,16.73770369,57.23643129,16.65463552
6.486364663,166.8825526,152.7462767,113.5677003,116.9468199,163.0474848,103.9307855,30.90072199,55.41880118,13.097327
7.732488576,166.157221,161.8741996,107.2297348,129.3922768,167.0528837,89.15119526,33.07406831,70.12200404,2.275573178
5.541941247,163.210942,165.0168684,113.9030639,134.8950679,168.4350893,104.8683954,30.22810565,81.59127266,2.323974727
3.145484358,158.1364556,159.9051707,123.6540775,144.6232461,166.5051632,79.19894025,10.52977445,89.38841353,1.2535835
2.533006486,158.1378593,151.3575424,114.0657862,154.1515503,166.586958,81.94957986,13.65702248,88.98201113,4.259984828
1.760701752,152.299705,155.8842239,122.9361912,162.3574149,164.4074438,89.73795698,8.336031171,86.82221252,7.14993396
0.265132092,149.5531258,157.5613349,136.2676249,169.2434718,154.6688793,101.5259671,4.520944861,77.86997906,15.18935448
1.744193739,135.1782869,164.8431858,169.2232132,174.0334605,139.0131653,127.6420915,8.204821002,72.94897424,17.05215617
7.012102295,128.3049032,162.3375064,171.3773055,175.3492051,132.1289742,129.8323355,8.913853983,69.65157474,17.97135809
7.230764814,129.9622242,161.1367994,174.0895686,172.3428626,138.6099828,132.0657007,8.556179433,66.62523027,14.46998511
6.240013552,129.5276296,162.401481,162.7959633,168.0424593,125.4061709,121.7645274,5.008374681,67.08179937,9.811569547
3.499801416,146.0181715,156.7292011,151.8386171,161.5372594,90.80999779,109.1725067,2.723275088,90.96686795,1.494509552
3.74603508,133.5598344,152.6764811,152.2017797,143.4070338,120.5350085,111.0079164,2.139157989,102.5650127,12.44247047
1.438304333,140.7415832,156.1493282,146.7562724,124.9107076,122.3850797,102.4489835,1.690600058,106.3220926,26.74360792
1.244339973,151.8600785,160.0830737,150.2962131,112.0691332,162.1631083,98.67809607,4.643392814,100.5617186,34.57972117
5.16749514,154.2067783,161.413683,138.9790022,116.8275782,172.0240082,83.17124462,1.462183541,92.14717471,24.46294046
8.027149669,160.0590565,158.3548843,137.835624,131.168473,175.3289394,78.00031016,0.97892048,81.68512661,9.779503465
11.55091091,156.8602824,154.1466896,136.8548153,147.1786083,177.1583029,77.31171106,2.764636661,82.08663429,2.730048999
13.07505912,147.8833106,150.5396235,144.4389197,143.1507354,178.2451064,92.32285933,0.425133784,79.50984191,0.674727037
